Movie_name,Release_Year,Time_duration,Imdb_Rating,Imdb_votes,Meta_score,movie_type,Director,Actors,Movie_Description
 Witness,1985,1h 52m,7.4,109000.0,76.0,R,Peter Weir,Harrison FordKelly McGillisLukas Haas,"While protecting an Amish boy - who is the sole witness to a brutal murder - and his mother, a detective is forced to seek refuge within their community when his own life is threatened."
 Duel,1971,1h 30m,7.6,82000.0,81.0,PG,Steven Spielberg,Dennis WeaverJacqueline ScottEddie Firestone,A business commuter is pursued and terrorized by the malevolent driver of a massive tractor-trailer.
 Speed,1994,1h 56m,7.3,407000.0,78.0,R,Jan de Bont,Keanu ReevesDennis HopperSandra Bullock,A young Los Angeles Police Department (LAPD) Special Weapons And Tactics (SWAT) officer must prevent a bomb exploding aboard a city bus by keeping its speed above 50 mph.
 Born on the Fourth of July,1989,2h 25m,7.2,120000.0,75.0,R,Oliver Stone,Tom CruiseBryan LarkinRaymond J. Barry,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country for which he fought."
 Falling Down,1993,1h 53m,7.6,216000.0,56.0,R,Joel Schumacher,Michael DouglasRobert DuvallBarbara Hershey,An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
 Chicago,2002,1h 53m,7.2,250000.0,81.0,PG-13,Rob Marshall,Renée ZellwegerCatherine Zeta-JonesRichard Gere,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention."
 The Mechanic,2011,1h 33m,6.5,178000.0,49.0,R,Simon West,Jason StathamBen FosterDonald Sutherland,An elite hitman teaches his trade to an apprentice who has a connection to one of his previous victims.
 The Illusionist,2006,1h 50m,7.5,397000.0,68.0,PG-13,Neil Burger,Edward NortonJessica BielPaul Giamatti,"In turn-of-the-century Vienna, a magician uses his abilities to secure the love of a woman far above his social standing."
 Ed Wood,1994,2h 7m,7.8,188000.0,71.0,R,Tim Burton,Johnny DeppMartin LandauSarah Jessica Parker,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
 The Game,1997,2h 9m,7.7,451000.0,63.0,R,David Fincher,Michael DouglasDeborah Kara UngerSean Penn,"After a wealthy San Francisco banker is given an opportunity to participate in a mysterious game, his life is turned upside down as he begins to question if it might really be a concealed conspiracy to destroy him."
 Frequency,2000,1h 58m,7.4,119000.0,67.0,PG-13,Gregory Hoblit,Dennis QuaidJim CaviezelShawn Doyle,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences."
 Unbreakable,2000,1h 46m,7.3,456000.0,62.0,PG-13,M. Night Shyamalan,Bruce WillisSamuel L. JacksonRobin Wright,A man learns something extraordinary about himself after a devastating accident.
 American Gangster,2007,2h 37m,7.8,471000.0,76.0,R,Ridley Scott,Denzel WashingtonRussell CroweChiwetel Ejiofor,"An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film."
 The Innocents,1961,1h 40m,7.7,35000.0,88.0,Approved,Jack Clayton,Deborah KerrPeter WyngardeMegs Jenkins,A young governess for two children becomes convinced that the house and grounds are haunted.
 Broken Flowers,2005,1h 46m,7.1,109000.0,79.0,R,Jim Jarmusch,Bill MurrayJessica LangeSharon Stone,"As the extremely withdrawn Don Johnston is dumped by his latest woman, he receives an anonymous letter from a former lover informing him that he has a son who may be looking for him. A freelance sleuth neighbor moves Don to embark on a cross-country search for his old flames in search of answers."
 Tell No One,2006,2h 11m,7.5,60000.0,82.0,Not Rated,Guillaume Canet,François CluzetMarie-Josée CrozeAndré Dussollier,"An accidental discovery near a doctor's estate stirs up some painful memories eight years after his wife's hideous murder, and now, things are bound to take a turn for the unexpected. Does the good doctor know more than he's letting on?"
 Despicable Me,2010,1h 35m,7.6,609000.0,72.0,PG,sPierre CoffinChris Renaud,Steve CarellJason SegelRussell Brand,"Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father."
 The Hurt Locker,2008,2h 11m,7.5,484000.0,95.0,R,Kathryn Bigelow,Jeremy RennerAnthony MackieBrian Geraghty,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work."
 The Royal Tenenbaums,2001,1h 50m,7.6,322000.0,76.0,R,Wes Anderson,Gene HackmanGwyneth PaltrowAnjelica Huston,The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
 Airplane!,1980,1h 28m,7.7,273000.0,78.0,PG,sJim AbrahamsDavid ZuckerJerry Zucker,Robert HaysJulie HagertyLeslie Nielsen,"After the crew becomes sick with food poisoning, a neurotic ex-fighter pilot must safely land a commercial airplane full of passengers."
 Mrs,1993,2h 5m,7.1,304000.0,54.0,PG-13,Chris Columbus,Robin WilliamsSally FieldPierce Brosnan,"After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife."
 Tootsie,1982,1h 56m,7.4,118000.0,88.0,PG,Sydney Pollack,Dustin HoffmanJessica LangeTeri Garr,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
 The Pledge,2001,2h 4m,6.7,73000.0,71.0,R,Sean Penn,Jack NicholsonBenicio Del ToroPatricia Clarkson,A retiring police detective pledges to catch the killer of a young child.
 Metallica Through the Never,2013,1h 33m,7.1,18000.0,61.0,R,Nimród Antal,Dane DeHaanJames HetfieldLars Ulrich,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure."
 I'm So Excited!,2013,1h 30m,5.6,25000.0,55.0,R,Pedro Almodóvar,Javier CámaraPepa CharroCecilia Roth,"When it appears as though the end is in sight, the pilots, flight crew, and passengers of a plane heading to Mexico City look to forget the anguish of the moment and face the greatest danger, which we carry within ourselves."
 Imagine Me & You,2005,1h 30m,6.8,38000.0,49.0,R,Ol Parker,Piper PeraboLena HeadeyMatthew Goode,"A newlywed bride becomes infatuated with another woman who questions her sexual orientation, promoting a stir among the bride's family and friends."
 The Texas Chain Saw Massacre,1974,1h 23m,7.4,197000.0,91.0,R,Tobe Hooper,Marilyn BurnsEdwin NealAllen Danziger,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw."
 The Island,2005,2h 16m,6.8,334000.0,50.0,PG-13,Michael Bay,Scarlett JohanssonEwan McGregorDjimon Hounsou,"In 2019, a mercenary pursues a man and woman who escaped a research facility after learning their true fate."
 Trance,2013,1h 41m,6.9,119000.0,61.0,R,Danny Boyle,James McAvoyRosario DawsonVincent Cassel,An art auctioneer mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
 Drive,2011,1h 40m,7.8,734000.0,79.0,R,Nicolas Winding Refn,Ryan GoslingCarey MulliganBryan Cranston,A mysterious Hollywood action film stuntman gets in trouble with gangsters when he tries to help his neighbor's husband rob a pawn shop while serving as his getaway driver.
 American Psycho,2000,1h 42m,7.6,777000.0,64.0,R,Mary Harron,Christian BaleJustin TherouxJosh Lucas,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
 Pirates of the Caribbean: At World's End,2007,2h 49m,7.1,718000.0,50.0,PG-13,Gore Verbinski,Johnny DeppOrlando BloomKeira Knightley,"Will Turner, Elizabeth Swann, Hector Barbossa, and the crew of the Black Pearl try and rescue Jack from davy jones locker and prepare to fight Lord Cutler Beckett, who controls Davy Jones and the Flying Dutchman."
 Anything for Her,2008,1h 36m,7.1,10000.0,77.0,R,Fred Cavayé,Vincent LindonDiane KrugerLancelot Roch,"With no legal means left to him, a high school teacher devises a daring plan to rescue his wrongfully imprisoned wife from jail."
 A Single Man,2009,1h 39m,7.5,120000.0,68.78,,Tom Ford,Colin FirthJulianne MooreMatthew Goode,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles."
 Spectre,2015,2h 28m,6.8,480000.0,60.0,PG-13,Sam Mendes,Daniel CraigChristoph WaltzLéa Seydoux,"A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions."
 Oblivion,2013,2h 4m,7.0,570000.0,54.0,PG-13,Joseph Kosinski,Tom CruiseMorgan FreemanAndrea Riseborough,"Jack Harper, a drone repairman stationed on Earth that has been ravaged by war with extraterrestrials, questions his identity after rescuing the woman who keeps appearing in his dreams."
 Road to Perdition,2002,1h 57m,7.7,293000.0,72.0,R,Sam Mendes,Tom HanksTyler HoechlinPaul Newman,"A mob enforcer's son in 1930s Illinois witnesses a murder, forcing him and his father to take to the road, and his father down a path of redemption and revenge."
 Cast Away,2000,2h 23m,7.8,664000.0,74.0,PG-13,Robert Zemeckis,Tom HanksHelen HuntPaul Sanchez,A FedEx executive undergoes a physical and emotional transformation after crash landing on a deserted island.
 Face/Off,1997,2h 18m,7.3,414000.0,82.0,R,John Woo,John TravoltaNicolas CageJoan Allen,"To foil a terrorist plot, an FBI agent assumes the identity of the criminal who murdered his son via facial transplant surgery, but the crook wakes up prematurely and vows revenge."
 Basic Instinct,1992,2h 7m,7.1,231000.0,43.0,R,Paul Verhoeven,Michael DouglasSharon StoneGeorge Dzundza,A violent police detective investigates a brutal murder that might involve a manipulative and seductive novelist.
 Joy Ride,2001,1h 37m,6.6,79000.0,75.0,R,John Dahl,Steve ZahnPaul WalkerLeelee Sobieski,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer."
 Sweeney Todd: The Demon Barber of Fleet Street,2007,1h 56m,7.3,397000.0,83.0,R,Tim Burton,Johnny DeppHelena Bonham CarterAlan Rickman,"The legendary tale of a barber who returns from wrongful imprisonment to 1840s London, bent on revenge for the rape and death of his wife, and resumes his trade while forming a sinister partnership with his fellow tenant, Mrs. Lovett."
 Die Hard with a Vengeance,1995,2h 8m,7.6,420000.0,58.0,R,John McTiernan,Bruce WillisJeremy IronsSamuel L. Jackson,"John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
 Zombieland,2009,1h 28m,7.5,644000.0,73.0,R,Ruben Fleischer,Jesse EisenbergEmma StoneWoody Harrelson,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
 Erin Brockovich,2000,2h 11m,7.5,233000.0,73.0,R,Steven Soderbergh,Julia RobertsAlbert FinneyDavid Brisbin,A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.
 Lucky Number Slevin,2006,1h 50m,7.7,332000.0,53.0,R,Paul McGuigan,Josh HartnettBen KingsleyMorgan Freeman,"A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him."
 The Bourne Ultimatum,2007,1h 55m,8.0,671000.0,85.0,PG-13,Paul Greengrass,Matt DamonEdgar RamírezJoan Allen,Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
 Boogie Nights,1997,2h 35m,7.9,291000.0,86.0,R,Paul Thomas Anderson,Mark WahlbergJulianne MooreBurt Reynolds,An idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.
 13 Tzameti,2005,1h 33m,7.3,18000.0,61.0,Not Rated,Géla Babluani,George BabluaniAurélien RecoingPascal Bongard,A man takes over a dead man's task without realizing the horror it entails.
 Cliffhanger,1993,1h 53m,6.5,144000.0,59.0,R,Renny Harlin,Sylvester StalloneJohn LithgowMichael Rooker,A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.
 Phone Booth,2002,1h 21m,7.1,294000.0,56.0,R,Joel Schumacher,Colin FarrellKiefer SutherlandForest Whitaker,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax."
 Miami Vice,2006,2h 12m,6.1,127000.0,66.0,R,Michael Mann,Colin FarrellJamie FoxxGong Li,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined."
 Hard Candy,2005,1h 44m,7.0,172000.0,58.0,R,David Slade,Patrick WilsonElliot PageSandra Oh,"Hayley's a smart, charming teenage girl. Jeff's a handsome, smooth fashion photographer. An Internet chat, a coffee shop meet-up, an impromptu fashion shoot back at Jeff's place. Jeff thinks it's his lucky night. He's in for a surprise."
 Iron Sky,2012,1h 33m,5.9,98000.0,51.0,R,Timo Vuorensola,Julia DietzeChristopher KirbyGötz Otto,The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.
 What Lies Beneath,2000,2h 10m,6.6,140000.0,68.78,PG-13,Robert Zemeckis,Harrison FordMichelle PfeifferKatharine Towne,The wife of a university research scientist believes that her lakeside Vermont home is haunted by a ghost - or that she is losing her mind.
 Gangs of New York,2002,2h 47m,7.5,488000.0,72.0,R,Martin Scorsese,Leonardo DiCaprioCameron DiazDaniel Day-Lewis,"In 1862, Amsterdam Vallon returns to the Five Points area of New York City seeking revenge against Bill the Butcher; his father's killer."
 Any Given Sunday,1999,2h 42m,6.9,129000.0,52.0,R,Oliver Stone,Al PacinoDennis QuaidCameron Diaz,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
 The Accused,1988,1h 51m,7.1,42000.0,65.0,R,Jonathan Kaplan,Kelly McGillisJodie FosterBernie Coulson,"After a young woman suffers a brutal gang rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack."
 The Experiment,2001,2h,7.7,98000.0,59.0,R,Oliver Hirschbiegel,Moritz BleibtreuChristian BerkelOliver Stokowski,"For two weeks, 20 male participants are hired to play prisoners and guards in a prison. The ""prisoners"" have to follow seemingly mild rules, and the ""guards"" are told to retain order without using physical violence."
 Insidious,2010,1h 43m,6.8,352000.0,52.0,PG-13,James Wan,Patrick WilsonRose ByrneTy Simpkins,A family looks to prevent evil spirits from trapping their comatose child in a realm called The Further.
 Saw,2004,1h 43m,7.6,488000.0,46.0,R,James Wan,Cary ElwesLeigh WhannellDanny Glover,"Two men awaken to find themselves on the opposite sides of a dead body, each with specific instructions to kill the other or face consequences. These two are the latest victims of the Jigsaw Killer."
 Snatch,2000,1h 42m,8.2,944000.0,55.0,R,Guy Ritchie,Jason StathamBrad PittStephen Graham,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
 Nebraska,2013,1h 55m,7.7,126000.0,86.0,R,Alexander Payne,Bruce DernWill ForteJune Squibb,"An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize."
 Maria Full of Grace,2004,1h 41m,7.4,37000.0,87.0,R,Joshua Marston,Catalina Sandino MorenoGuilied LopezOrlando Tobón,A pregnant Colombian teenager becomes a drug mule to make some desperately-needed money for her family.
 The Social Network,2010,2h,7.8,789000.0,95.0,PG-13,David Fincher,Jesse EisenbergAndrew GarfieldJustin Timberlake,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business."
 Spider-Man 2,2004,2h 7m,7.5,744000.0,83.0,PG-13,Sam Raimi,Tobey MaguireKirsten DunstAlfred Molina,Peter Parker is beset with troubles in his failing personal life as he battles a former brilliant scientist named Otto Octavius.
 Marie-Jo et ses 2 amours,2002,2h 4m,6.5,888.0,54.0,PG-13,Robert Guédiguian,Ariane AscarideJean-Pierre DarroussinGérard Meylan,"Having reached middle age, a woman must choose between the two men in her life."
 Memoirs of a Geisha,2005,2h 25m,7.3,167000.0,68.78,,Rob Marshall,Ziyi ZhangKen WatanabeMichelle Yeoh,"The heartwarming tale of Nitta Sayuri, a young Japanese woman who transcended from her fishing-village roots and became one of Japan's most celebrated geisha."
 Hellboy,2004,2h 2m,6.9,361000.0,72.0,PG-13,Guillermo del Toro,Ron PerlmanDoug JonesSelma Blair,"A demon raised from infancy after being conjured by and rescued from the Nazis, grows up to become a defender against the forces of darkness."
 Scream,1996,1h 51m,7.4,416000.0,66.0,R,Wes Craven,Neve CampbellCourteney CoxDavid Arquette,"A year after the murder of her mother, a teenage girl is terrorized by a masked killer who targets her and her friends by using scary movies as part of a deadly game."
 X-Men,2000,1h 44m,7.3,672000.0,64.0,PG-13,Bryan Singer,Patrick StewartHugh JackmanIan McKellen,"In a world where mutants (evolved super-powered humans) exist and are discriminated against, two groups form for an inevitable clash: the supremacist Brotherhood, and the pacifist X-Men."
 The Score,2001,2h 4m,6.8,139000.0,71.0,R,Frank Oz,Robert De NiroEdward NortonMarlon Brando,An aging thief hopes to retire and live off his ill-gotten wealth with his lover when a young kid convinces him into doing one last heist that comes with a large payout.
 Man on Fire,2004,2h 26m,7.7,402000.0,47.0,R,Tony Scott,Denzel WashingtonChristopher WalkenDakota Fanning,"In Mexico City, a former CIA operative swears vengeance on those who committed an unspeakable act against the family he was hired to protect."
 The Amazing Spider-Man,2012,2h 16m,6.9,731000.0,66.0,PG-13,Marc Webb,Andrew GarfieldEmma StoneRhys Ifans,"After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe."
 Mysterious Skin,2004,1h 45m,7.6,80000.0,74.0,Unrated,Gregg Araki,Brady CorbetJoseph Gordon-LevittElisabeth Shue,"Two pre-adolescent boys both experienced a strange event and later it affects their lives in different ways. One becomes a reckless, sexually adventurous prostitute, while the other retreats into a reclusive fantasy of alien abduction."
 The Hangover,2009,1h 40m,7.7,885000.0,73.0,R,Todd Phillips,Zach GalifianakisBradley CooperJustin Bartha,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.
 Valkyrie,2008,2h 1m,7.1,266000.0,56.0,PG-13,Bryan Singer,Tom CruiseBill NighyCarice van Houten,"A dramatization of the July 20, 1944 assassination and political coup plot by desperate renegade German Army officers against Adolf Hitler during World War II."
 Beverly Hills Cop,1984,1h 45m,7.4,224000.0,66.0,R,Martin Brest,Eddie MurphyJudge ReinholdJohn Ashton,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.
 Vera Drake,2004,2h 5m,7.6,28000.0,83.0,R,Mike Leigh,Imelda StauntonJim BroadbentHeather Craney,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.
 Session 9,2001,1h 37m,6.4,65000.0,58.0,R,Brad Anderson,David CarusoStephen GevedonPaul Guilfoyle,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.
 The Conjuring,2013,1h 52m,7.5,583000.0,68.0,R,James Wan,Patrick WilsonVera FarmigaRon Livingston,Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse.
" As Above, So Below",2014,1h 33m,6.3,122000.0,39.0,R,John Erick Dowdle,Perdita WeeksBen FeldmanEdwin Hodge,"When a team of explorers venture into the catacombs that lie beneath the streets of Paris, they uncover the dark secret that lies within this city of the dead."
 Mission: Impossible - Rogue Nation,2015,2h 11m,7.4,424000.0,75.0,PG-13,Christopher McQuarrie,Tom CruiseRebecca FergusonJeremy Renner,Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.
 The Hours,2002,1h 50m,7.5,144000.0,80.0,PG-13,Stephen Daldry,Meryl StreepNicole KidmanJulianne Moore,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives."
 Breakdown,1997,1h 33m,7.0,66000.0,74.0,R,Jonathan Mostow,Kurt RussellJ.T. WalshKathleen Quinlan,A man searches for his missing wife after his car breaks down in the middle of the desert.
 Godzilla,2014,2h 3m,6.4,453000.0,62.0,PG-13,Gareth Edwards,Aaron Taylor-JohnsonElizabeth OlsenBryan Cranston,"The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity."
 Deja Vu,2006,2h 6m,7.1,337000.0,59.0,PG-13,Tony Scott,Denzel WashingtonPaula PattonJim Caviezel,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims."
 When Harry Met Sally,1989,1h 35m,7.7,255000.0,76.0,R,Rob Reiner,Billy CrystalMeg RyanCarrie Fisher,"Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
 The Good Shepherd,2006,2h 47m,6.7,111000.0,61.0,R,Robert De Niro,Matt DamonAngelina JolieRobert De Niro,The tumultuous early history of the Central Intelligence Agency is viewed through the prism of one man's life.
 Sherlock Holmes,2009,2h 8m,7.6,689000.0,57.0,PG-13,Guy Ritchie,Robert Downey Jr.Jude LawRachel McAdams,Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.
 Captain Phillips,2013,2h 14m,7.8,507000.0,82.0,PG-13,Paul Greengrass,Tom HanksBarkhad AbdiBarkhad Abdirahman,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years."
 I Am Legend,2007,1h 41m,7.2,848000.0,65.0,PG-13,Francis Lawrence,Will SmithAlice BragaCharlie Tahan,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
 Last Action Hero,1993,2h 10m,6.5,169000.0,44.0,PG-13,John McTiernan,Arnold SchwarzeneggerF. Murray AbrahamArt Carney,"With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character."
 Get Carter,1971,1h 52m,7.3,38000.0,80.0,R,Mike Hodges,Michael CaineIan HendryBritt Ekland,"When his brother dies under mysterious circumstances in a car accident, London gangster Jack Carter travels to Newcastle to investigate."
 The Artist,2011,1h 40m,7.8,252000.0,89.0,PG-13,Michel Hazanavicius,Jean DujardinBérénice BejoJohn Goodman,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic."
 Fracture,2007,1h 53m,7.2,227000.0,68.0,R,Gregory Hoblit,Anthony HopkinsRyan GoslingDavid Strathairn,"After shooting his wife, Ted confesses his crime and asks the court to move his case to trial. He represents himself against Willy, a successful lawyer. But there's more to the case than meets the eye."
 Sinister,2012,1h 50m,6.8,298000.0,53.0,R,Scott Derrickson,Ethan HawkeJuliet RylanceJames Ransone,"A controversial true-crime writer finds a box of Super 8 home movies in his new home, revealing that the murder case he is currently researching could be the work of an unknown serial killer whose legacy dates back to the 1960s."
 King Kong,2005,3h 7m,7.2,459000.0,81.0,PG-13,Peter Jackson,Naomi WattsJack BlackAdrien Brody,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives."
 Mission: Impossible,1996,1h 50m,7.2,488000.0,59.0,PG-13,Brian De Palma,Tom CruiseJon VoightEmmanuelle Béart,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization."
 A Walk Among the Tombstones,2014,1h 54m,6.5,130000.0,57.0,R,Scott Frank,Liam NeesonDan StevensDavid Harbour,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.
 Escape Plan,2013,1h 55m,6.7,265000.0,49.0,R,Mikael Håfström,Sylvester StalloneArnold Schwarzenegger50 Cent,"When a structural-security authority finds himself set up and incarcerated in the world's most secret and secure prison, he has to use his skills to escape with help from the inside."
 Eat Pray Love,2010,2h 13m,5.8,110000.0,50.0,PG-13,Ryan Murphy,Julia RobertsJavier BardemRichard Jenkins,"A married woman realizes how unhappy her marriage really is, and that her life needs to go in a different direction. After a painful divorce, she takes off on a round-the-world journey to ""find herself""."
 Fatal Attraction,1987,1h 59m,6.9,106000.0,67.0,R,Adrian Lyne,Michael DouglasGlenn CloseAnne Archer,A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.
 Bicycling with Molière,2013,1h 44m,6.6,3200.0,61.0,Not Rated,Philippe Le Guay,Fabrice LuchiniLambert WilsonMaya Sansa,Two actors. One play. Can the differences between the two egocentric men be put aside for the sake of friendship and theatre?
 Tinker Tailor Soldier Spy,2011,2h 7m,7.0,220000.0,85.0,R,Tomas Alfredson,Gary OldmanColin FirthTom Hardy,"In the bleak days of the Cold War, espionage veteran George Smiley is forced from semi-retirement to uncover a Soviet Agent within MI6."
 Mission: Impossible - Ghost Protocol,2011,2h 12m,7.4,542000.0,73.0,PG-13,Brad Bird,Tom CruiseJeremy RennerSimon Pegg,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
 Sleeping with the Enemy,1991,1h 39m,6.3,68000.0,48.0,R,Joseph Ruben,Julia RobertsPatrick BerginKevin Anderson,"A librarian fakes her death to escape her abusive marriage and start a new life elsewhere, but her husband manages to track her down."
 Salt,2010,1h 40m,6.5,337000.0,65.0,PG-13,Phillip Noyce,Angelina JolieLiev SchreiberChiwetel Ejiofor,A CIA agent goes on the run after a defector accuses her of being a Russian spy.
 Non-Stop,2014,1h 46m,6.9,282000.0,56.0,PG-13,Jaume Collet-Serra,Liam NeesonJulianne MooreScoot McNairy,"An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes."
 Taken 2,2012,1h 32m,6.2,330000.0,45.0,PG-13,Olivier Megaton,Liam NeesonFamke JanssenMaggie Grace,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
 Pirates of the Caribbean: On Stranger Tides,2011,2h 16m,6.6,585000.0,45.0,PG-13,Rob Marshall,Johnny DeppPenélope CruzIan McShane,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
 The Spy Who Loved Me,1977,2h 5m,7.0,120000.0,55.0,PG,Lewis Gilbert,Roger MooreBarbara BachCurd Jürgens,"James Bond investigates the hijacking of British and Russian submarines carrying nuclear warheads, with the help of a K.G.B. agent whose lover he killed."
 From Russia with Love,1963,1h 55m,7.3,151000.0,83.0,PG,Terence Young,Sean ConneryRobert ShawLotte Lenya,James Bond willingly falls into an assassination plot involving a naive Russian beauty in order to retrieve a Soviet encryption device that was stolen by the organization Spectre.
 Cube,1997,1h 30m,7.1,255000.0,61.0,R,Vincenzo Natali,Nicole de BoerMaurice Dean WintDavid Hewlett,A group of strangers awaken to find themselves placed in a giant cube. Each one of them is gifted with a special skill and they must work together to escape an endless maze of deadly traps.
 Home Alone,1990,1h 43m,7.7,695000.0,63.0,PG,Chris Columbus,Macaulay CulkinJoe PesciDaniel Stern,"An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas Eve."
 Diamonds Are Forever,1971,2h,6.5,118000.0,59.0,PG,Guy Hamilton,Sean ConneryJill St. JohnCharles Gray,A diamond smuggling investigation leads James Bond to Las Vegas where he uncovers an evil plot involving a rich business tycoon.
 The Hand That Rocks the Cradle,1992,1h 50m,6.7,51000.0,64.0,R,Curtis Hanson,Annabella SciorraRebecca De MornayMatt McCoy,"After her sex offender husband gets caught in the act and kills himself, an embittered pregnant widow loses her child, and embarks on a mission of vengeance against one of her husband's victims and the woman's family."
